,Year,Country Code,Country Name,Region,Income Group,Lending Type,MS.MIL.MPRT.KD,MS.MIL.XPND.CD,MS.MIL.XPND.GD.ZS
1682,2017,FIN,Finland,Europe & Central Asia,High income,Not classified,76000000,3431090217,1.353498604
1683,2017,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend,1000000,75276555.01,1.404844224
1684,2017,FRA,France,Europe & Central Asia,High income,Not classified,76000000,49195662250,1.908642012
1686,2017,GBR,United Kingdom,Europe & Central Asia,High income,Not classified,1002000000,51633539217,1.946324996
1687,2017,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,7000000,321136644.6,1.969742969
1689,2017,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA,2000000,181637775.9,1.768122506
1692,2017,GRC,Greece,Europe & Central Asia,High income,Not classified,51000000,5088178883,2.559893896
1695,2017,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,10000000,398460128.4,1.724405178
1696,2017,HRV,Croatia,Europe & Central Asia,High income,IBRD,13000000,920837052.9,1.665301437
1698,2017,HUN,Hungary,Europe & Central Asia,High income,Not classified,6000000,1463013911,1.026657623
1699,2017,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD,1171000000,8797528450,0.865191376
1700,2017,IND,India,South Asia,Lower middle income,IBRD,2909000000,64559435281,2.531462588
1701,2017,IRL,Ireland,Europe & Central Asia,High income,Not classified,2000000,1025063447,0.304141143
1702,2017,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD,4000000,13931196490,3.10518417
1703,2017,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD,1004000000,7416385135,3.862032019
1705,2017,ISR,Israel,Middle East & North Africa,High income,Not classified,536000000,19434129702,5.52874121
1706,2017,ITA,Italy,Europe & Central Asia,High income,Not classified,735000000,26447892915,1.357370559
1708,2017,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD,389000000,1939718310,4.764903297
1709,2017,JPN,Japan,East Asia & Pacific,High income,Not classified,441000000,45387031802,0.931980259
1710,2017,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,214000000,1390619095,0.831895002
1711,2017,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,16000000,1015384782,1.289110978
1712,2017,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,13000000,121515805.4,1.576011089
1714,2017,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1052000000,39170682136,2.421489133
1715,2017,KWT,Kuwait,Middle East & North Africa,High income,Not classified,111000000,6764636914,5.607460681
1717,2017,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD,50000000,2441074857,4.505139801
1719,2017,LKA,Sri Lanka,South Asia,Lower middle income,IBRD,45000000,1866534439,2.119696641
1720,2017,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,1000000,52594810.37,1.953055613
1721,2017,LTU,Lithuania,Europe & Central Asia,High income,Not classified,10000000,812106965,1.712070468
1722,2017,LUX,Luxembourg,Europe & Central Asia,High income,Not classified,0,357671613.7,0.580999597
1723,2017,LVA,Latvia,Europe & Central Asia,High income,Not classified,25000000,482461999.1,1.594821503
1724,2017,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD,485000000,3461461531,3.183041239
1727,2017,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,212000000,5062076646,0.436510296
1729,2017,MLI,Mali,Sub-Saharan Africa ,Low income,IDA,31000000,460196192,3.026635517
1730,2017,MLT,Malta,Middle East & North Africa,High income,Not classified,8000000,64235888.17,0.490383374
1731,2017,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,212000000,2221961060,3.648932114
1736,2017,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD,19000000,22633506.64,0.171040746
1738,2017,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,193000000,3494832257,1.100864726
1739,2017,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD,35000000,456081144.8,3.34616995
1740,2017,NER,Niger,Sub-Saharan Africa ,Low income,IDA,3000000,200183930,2.486945777
1741,2017,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,41000000,1621218176,0.430671215
1742,2017,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA,7000000,86725444.84,0.623899055
1743,2017,NLD,Netherlands,Europe & Central Asia,High income,Not classified,33000000,9580685498,1.156803668
1744,2017,NOR,Norway,Europe & Central Asia,High income,Not classified,352000000,6853260033,1.719497163
1745,2017,NPL,Nepal,South Asia,Lower middle income,IDA,1000000,436745563.5,1.708544543
1747,2017,OMN,Oman,Middle East & North Africa,High income,Not classified,777000000,6802665800,9.635787938
1748,2017,PAK,Pakistan,South Asia,Lower middle income,Blend,837000000,11461253917,3.774448861
1749,2017,PAN,Panama,Latin America & Caribbean ,High income,IBRD,15000000,0,0
1750,2017,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,65000000,2665785313,1.246312804
1751,2017,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,276000000,4096341612,1.247077075
1752,2017,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend,4000000,80860755.52,0.403221124
1753,2017,POL,Poland,Europe & Central Asia,High income,IBRD,154000000,9870680628,1.894930987
1755,2017,PRT,Portugal,Europe & Central Asia,High income,Not classified,8000000,3675687230,1.683336736
1758,2017,ROU,Romania,Europe & Central Asia,High income,IBRD,88000000,3622068492,1.721071687
1759,2017,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD,93000000,66913033537,4.248996052
1760,2017,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,8000000,115716812.4,1.264674915
1761,2017,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified,3931000000,70400000000,10.22384814
1762,2017,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA,68000000,4382998817,3.507166087
1763,2017,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,47000000,305441261.6,1.471063
1764,2017,SGP,Singapore,East Asia & Pacific,High income,Not classified,430000000,10178706550,2.9841821
1768,2017,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,65000000,801700087.2,1.837507527
1770,2017,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,47000000,1049074347,1.106087502
1772,2017,SWE,Sweden,Europe & Central Asia,High income,Not classified,46000000,5526592999,1.023179205
1776,2017,TCD,Chad,Sub-Saharan Africa ,Low income,IDA,6000000,219081031.4,2.238589248
1778,2017,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,302000000,6320716259,1.389954419
1779,2017,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,19000000,78305241.64,1.093906012
1783,2017,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,89000000,858949581.3,2.144302107
1784,2017,TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,428000000,17822738263,2.050065818
1785,2017,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,2000000,562697119.6,1.055796282
1786,2017,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,21000000,346762883.8,1.096078932
1787,2017,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD,4000000,3246786567,2.884401519
1789,2017,USA,United States,North America,High income,Not classified,516000000,6.46753E+11,3.313381294
1791,2017,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD,783000000,5073853534,2.267969776
1795,2017,ZMB,Zambia,Sub-Saharan Africa ,Low income,IDA,44000000,339664531.4,1.309596105
1797,2018,AFG,Afghanistan,South Asia,Low income,IDA,349000000,198074728.6,1.006746293
1798,2018,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,272000000,1983613748,1.871775866
1799,2018,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,2000000,175886688.6,1.16126613
1801,2018,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,21000000,3842852365,0.745498855
1803,2018,AUS,Australia,East Asia & Pacific,High income,Not classified,1557000000,26839820914,1.890622246
1804,2018,AUT,Austria,Europe & Central Asia,High income,Not classified,5000000,3387982012,0.744858294
1805,2018,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,365000000,1672176471,3.562401234
1807,2018,BEL,Belgium,Europe & Central Asia,High income,Not classified,1000000,4840126058,0.890644486
1809,2018,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,23000000,305781079.1,2.165041746
1810,2018,BGD,Bangladesh,South Asia,Lower middle income,IDA,151000000,3649623808,1.263999785
1812,2018,BHR,Bahrain,Middle East & North Africa,High income,Not classified,65000000,1527659574,4.07429483
1814,2018,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,142000000,709713316.4,1.182261729
1816,2018,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,1000000,618842083.1,1.536596285
1817,2018,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,269000000,28177406872,1.494203353
1819,2018,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,6000000,498087432.4,2.676088923
1820,2018,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA,1000000,30517648.41,1.43304054
1821,2018,CAN,Canada,North America,High income,Not classified,160000000,22729327580,1.324681095
1822,2018,CHE,Switzerland,Europe & Central Asia,High income,Not classified,10000000,4654732701,0.632561531
1823,2018,CHL,Chile,Latin America & Caribbean ,High income,IBRD,73000000,5545831933,1.859638618
1824,2018,CHN,China,East Asia & Pacific,Upper middle income,IBRD,1962000000,2.32531E+11,1.739533683
1825,2018,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA,9000000,607848217.9,1.413435448
1826,2018,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend,2000000,429892180.6,1.11159531
1827,2018,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA,1000000,295348364.6,0.623912515
1829,2018,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,16000000,10134719591,3.062105511
1835,2018,DEU,Germany,Europe & Central Asia,High income,Not classified,14000000,46423020903,1.171816792
1836,2018,DNK,Denmark,Europe & Central Asia,High income,Not classified,49000000,4558690187,1.277402227
1838,2018,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD,1284000000,9583724288,5.467824356
1839,2018,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,5000000,2549400000,2.351887153
1840,2018,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD,1677000000,3119587364,1.249966196
1841,2018,ESP,Spain,Europe & Central Asia,High income,Not classified,142000000,17823271131,1.253935882
1842,2018,EST,Estonia,Europe & Central Asia,High income,Not classified,17000000,614945174.3,2.008665863
1843,2018,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA,12000000,512029056.7,0.63901528
1844,2018,FIN,Finland,Europe & Central Asia,High income,Not classified,130000000,3756949117,1.362212408
1846,2018,FRA,France,Europe & Central Asia,High income,Not classified,183000000,51409812839,1.845053399
1848,2018,GBR,United Kingdom,Europe & Central Asia,High income,Not classified,519000000,55680228215,1.948755708
1849,2018,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,43000000,333912381.8,1.897113157
1850,2018,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,0,218444253.6,0.419660327
1854,2018,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD,7000000,149498690,1.072141334
1855,2018,GRC,Greece,Europe & Central Asia,High income,Not classified,38000000,5757114361,2.713889458
1856,2018,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,4000000,273114976.8,0.390612897
1857,2018,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA,0,61745465.96,1.593320009
1858,2018,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,1000000,385320064.2,1.607694472
1859,2018,HRV,Croatia,Europe & Central Asia,High income,IBRD,2000000,966358716.8,1.574563806
1861,2018,HUN,Hungary,Europe & Central Asia,High income,Not classified,27000000,1791545365,1.116641387
1862,2018,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD,329000000,7556824711,0.725001628
1863,2018,IND,India,South Asia,Lower middle income,IBRD,1485000000,66257801718,2.433922067
1864,2018,IRL,Ireland,Europe & Central Asia,High income,Not classified,7000000,1107137377,0.286862382
1865,2018,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD,4000000,11230852288,2.456250505
1866,2018,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD,543000000,6317977150,2.851599465
1868,2018,ISR,Israel,Middle East & North Africa,High income,Not classified,543000000,19759173451,5.33188467
1869,2018,ITA,Italy,Europe & Central Asia,High income,Not classified,317000000,28420098438,1.359542752
1870,2018,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,19000000,209675820.9,1.349094107
1871,2018,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD,238000000,1957746479,4.635771938
1872,2018,JPN,Japan,East Asia & Pacific,High income,Not classified,654000000,46617954864,0.940993692
1873,2018,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,310000000,1572401182,0.876907256
1874,2018,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,5000000,1113648362,1.266408803
1875,2018,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,1000000,127148346.7,1.571122175
1876,2018,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,5000000,543204689.1,2.224852375
1877,2018,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1100000000,43069973343,2.503035257
1878,2018,KWT,Kuwait,Middle East & North Africa,High income,Not classified,95000000,7165279060,5.099953149
1880,2018,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD,52000000,2775557816,4.952761494
1882,2018,LKA,Sri Lanka,South Asia,Lower middle income,IBRD,100000000,1638914327,1.842977531
1883,2018,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,1000000,51064347.75,1.788602875
1884,2018,LTU,Lithuania,Europe & Central Asia,High income,Not classified,6000000,1056383745,1.967419142
1886,2018,LVA,Latvia,Europe & Central Asia,High income,Not classified,19000000,709370536.9,2.062277415
1887,2018,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD,387000000,3696856945,3.118587555
1889,2018,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,1000000,73258425.24,0.605686111
1890,2018,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,16000000,5839521271,0.477517407
1892,2018,MLI,Mali,Sub-Saharan Africa ,Low income,IDA,25000000,481728184.5,2.806944707
1894,2018,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,115000000,1529364478,2.307457006
1895,2018,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD,15000000,78906554.3,1.43362923
1898,2018,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,1000000,159013353,2.112482088
1901,2018,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,88000000,3445043720,0.96066525
1904,2018,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,49000000,2043051719,0.506944515
1906,2018,NLD,Netherlands,Europe & Central Asia,High income,Not classified,143000000,11114927470,1.216674182
1907,2018,NOR,Norway,Europe & Central Asia,High income,Not classified,532000000,7541055169,1.726244408
1908,2018,NPL,Nepal,South Asia,Lower middle income,IDA,7000000,429373005.9,1.539234028
1909,2018,NZL,New Zealand,East Asia & Pacific,High income,Not classified,6000000,2525003415,1.23108197
1910,2018,OMN,Oman,Middle East & North Africa,High income,Not classified,277000000,7565344603,9.54295828
1911,2018,PAK,Pakistan,South Asia,Lower middle income,Blend,799000000,11732131762,4.129131365
1912,2018,PAN,Panama,Latin America & Caribbean ,High income,IBRD,11000000,0,0
1913,2018,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,94000000,2648683287,1.174986356
1914,2018,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,20000000,2842618672,0.819584674
1915,2018,PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Blend,7000000,79956905.79,0.376216771
1916,2018,POL,Poland,Europe & Central Asia,High income,IBRD,74000000,12040673423,2.04957213
1918,2018,PRT,Portugal,Europe & Central Asia,High income,Not classified,20000000,4273809945,1.795969796
1921,2018,ROU,Romania,Europe & Central Asia,High income,IBRD,37000000,4359021209,1.805241726
1922,2018,RUS,Russian Federation,Europe & Central Asia,Upper middle income,IBRD,26000000,61609204756,3.692518759
1923,2018,RWA,Rwanda,Sub-Saharan Africa ,Low income,IDA,3000000,118959174,1.251740352
1924,2018,SAU,Saudi Arabia,Middle East & North Africa,High income,Not classified,3315000000,74477333333,9.469201025
1925,2018,SDN,Sudan,Sub-Saharan Africa ,Low income,IDA,34000000,1047878720,1.783457419
1926,2018,SEN,Senegal,Sub-Saharan Africa ,Lower middle income,IDA,12000000,385132363.1,1.658240078
1927,2018,SGP,Singapore,East Asia & Pacific,High income,Not classified,594000000,10581915690,2.835500815
1931,2018,SRB,Serbia,Europe & Central Asia,Upper middle income,IBRD,3000000,817742206,1.614937596
1933,2018,SVK,Slovak Republic,Europe & Central Asia,High income,Not classified,34000000,1295988102,1.226740174
1935,2018,SWE,Sweden,Europe & Central Asia,High income,Not classified,7000000,5732822794,1.032246092
1937,2018,SYC,Seychelles,Sub-Saharan Africa ,High income,IBRD,8000000,21561447.81,1.380046268
1939,2018,TCD,Chad,Sub-Saharan Africa ,Low income,IDA,3000000,253174123.3,2.339468546
1941,2018,THA,Thailand,East Asia & Pacific,Upper middle income,IBRD,627000000,6876114543,1.357573997
1942,2018,TJK,Tajikistan,Europe & Central Asia,Lower middle income,IDA,3000000,81419635.28,1.082302016
1945,2018,TUN,Tunisia,Middle East & North Africa,Lower middle income,IBRD,180000000,844227367.1,2.113384861
1946,2018,TUR,Turkiye,Europe & Central Asia,Upper middle income,IBRD,487000000,19648693824,2.524003026
1947,2018,TZA,Tanzania,Sub-Saharan Africa ,Lower middle income,IDA,32000000,599968275.1,1.055236597
1948,2018,UGA,Uganda,Sub-Saharan Africa ,Low income,IDA,10000000,408367566.7,1.225631547
1949,2018,UKR,Ukraine,Europe & Central Asia,Lower middle income,IBRD,70000000,4169707536,3.192353265
1950,2018,URY,Uruguay,Latin America & Caribbean ,High income,IBRD,10000000,1271117731,2.133948636
1951,2018,USA,United States,North America,High income,Not classified,380000000,6.82491E+11,3.316248808
1952,2018,UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Blend,131000000,1440385072,3.555482552
1953,2018,VNM,Vietnam,East Asia & Pacific,Lower middle income,IBRD,604000000,5500000000,2.28456986
1959,2019,AFG,Afghanistan,South Asia,Low income,IDA,382000000,225835643.9,1.118230603
1960,2019,AGO,Angola,Sub-Saharan Africa ,Lower middle income,IBRD,169000000,1470938717,1.643740283
1961,2019,ALB,Albania,Europe & Central Asia,Upper middle income,IBRD,5000000,197225913.3,1.291087114
1963,2019,ARG,Argentina,Latin America & Caribbean ,Upper middle income,IBRD,48000000,3132654926,0.706186671
1964,2019,ARM,Armenia,Europe & Central Asia,Upper middle income,IBRD,248000000,652000174.8,4.768968354
1965,2019,AUS,Australia,East Asia & Pacific,High income,Not classified,1184000000,26079346314,1.879743267
1966,2019,AUT,Austria,Europe & Central Asia,High income,Not classified,15000000,3237796686,0.72740941
1967,2019,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD,44000000,1854235294,3.873411703
1969,2019,BEL,Belgium,Europe & Central Asia,High income,Not classified,9000000,4761195701,0.89304295
1971,2019,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA,10000000,357921557.5,2.606037509
1972,2019,BGD,Bangladesh,South Asia,Lower middle income,IDA,754000000,4348501895,1.348906693
1973,2019,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD,2000000,2158557527,3.148475544
1974,2019,BHR,Bahrain,Middle East & North Africa,High income,Not classified,15000000,1557712766,4.055054417
1975,2019,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD,1000000,165369204.4,0.8200662
1976,2019,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD,331000000,773713028.7,1.226168363
1978,2019,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD,34000000,598213046,1.463637574
1979,2019,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD,168000000,25906871197,1.407988516
1981,2019,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD,8000000,514720930.2,2.812261003
1983,2019,CAN,Canada,North America,High income,Not classified,174000000,22204408440,1.27894142
1984,2019,CHE,Switzerland,Europe & Central Asia,High income,Not classified,13000000,5113682093,0.699250733
1985,2019,CHL,Chile,Latin America & Caribbean ,High income,IBRD,1000000,5182156529,1.837381841
1986,2019,CHN,China,East Asia & Pacific,Upper middle income,IBRD,1347000000,2.40333E+11,1.727827862
1987,2019,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA,14000000,535951382.2,1.22748073
1988,2019,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend,4000000,422294772,1.086759173
1991,2019,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD,13000000,10167547856,3.140733964
1992,2019,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend,3000000,9728061.09,0.488213087
1994,2019,CYP,Cyprus,Europe & Central Asia,High income,Not classified,19000000,401589789.5,1.609466806
1996,2019,DEU,Germany,Europe & Central Asia,High income,Not classified,33000000,49007512315,1.269146867
1998,2019,DNK,Denmark,Europe & Central Asia,High income,Not classified,45000000,4556755136,1.30145492
2000,2019,DZA,Algeria,Middle East & North Africa,Lower middle income,IBRD,164000000,10303600575,6.021045994
2001,2019,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD,3000000,2399900000,2.233801969
2002,2019,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD,1046000000,3743671452,1.180971797
2003,2019,ESP,Spain,Europe & Central Asia,High income,Not classified,40000000,17189319301,1.233438734
2004,2019,EST,Estonia,Europe & Central Asia,High income,Not classified,54000000,637035378.4,2.024018822
2005,2019,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA,74000000,544839429.8,0.587739944
2006,2019,FIN,Finland,Europe & Central Asia,High income,Not classified,66000000,3629646216,1.347711136
2008,2019,FRA,France,Europe & Central Asia,High income,Not classified,99000000,50118929212,1.845491196
2009,2019,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD,25000000,266879196.1,1.580901717
2010,2019,GBR,United Kingdom,Europe & Central Asia,High income,Not classified,342000000,56856133066,2.013004573
2011,2019,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD,6000000,310614128.5,1.749924308
2012,2019,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA,4000000,233320137,0.441936078
2017,2019,GRC,Greece,Europe & Central Asia,High income,Not classified,93000000,5471562920,2.664580485
2018,2019,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD,14000000,331882551.6,0.465831692
2019,2019,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA,2000000,67206937.71,1.60417879
2020,2019,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA,23000000,407390257.8,1.623597965
2021,2019,HRV,Croatia,Europe & Central Asia,High income,IBRD,5000000,1001812141,1.648867463
2023,2019,HUN,Hungary,Europe & Central Asia,High income,Not classified,16000000,2051055453,1.254386294
2024,2019,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD,217000000,9003028193,0.804335324
2025,2019,IND,India,South Asia,Lower middle income,IBRD,3075000000,71468900524,2.519120764
2026,2019,IRL,Ireland,Europe & Central Asia,High income,Not classified,36000000,1112740708,0.279145286
2027,2019,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD,3000000,12528450211,2.100567132
2028,2019,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD,175000000,7598829336,3.38219585
2030,2019,ISR,Israel,Middle East & North Africa,High income,Not classified,546000000,20504377104,5.19293283
2031,2019,ITA,Italy,Europe & Central Asia,High income,Not classified,183000000,26380673981,1.316566979
2032,2019,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD,3000000,265261723.8,1.68726606
2033,2019,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD,224000000,2032112676,4.642062722
2034,2019,JPN,Japan,East Asia & Pacific,High income,Not classified,899000000,47609019987,0.937281088
2035,2019,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD,312000000,1928776022,1.062379366
2036,2019,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend,16000000,1116872420,1.167691391
2037,2019,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA,15000000,128943451.8,1.55869225
2038,2019,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA,1000000,595407617.7,2.228561325
2039,2019,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified,1480000000,43890861986,2.673128162
2040,2019,KWT,Kuwait,Middle East & North Africa,High income,Not classified,51000000,7373519737,5.484195624
2042,2019,LBN,Lebanon,Middle East & North Africa,Lower middle income,IBRD,74000000,2521246648,4.707900587
2044,2019,LKA,Sri Lanka,South Asia,Lower middle income,IBRD,59000000,1699785117,2.011121468
2045,2019,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA,1000000,44845967.46,1.622520184
2046,2019,LTU,Lithuania,Europe & Central Asia,High income,Not classified,61000000,1093819973,2.007150696
2048,2019,LVA,Latvia,Europe & Central Asia,High income,Not classified,25000000,691894312.6,2.028669033
2049,2019,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD,28000000,3721323837,3.09993597
2051,2019,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA,4000000,76576631.11,0.62397202
2052,2019,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD,3000000,6650808254,0.523482491
2054,2019,MLI,Mali,Sub-Saharan Africa ,Low income,IDA,15000000,475638185.7,2.713526371
2056,2019,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA,233000000,1495509898,2.09498789
2058,2019,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD,17000000,99729483.17,0.707609532
2059,2019,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA,22000000,217451322.3,1.419986943
2060,2019,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA,34000000,162397955,1.980663209
2063,2019,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD,65000000,3769026335,1.033022625
2065,2019,NER,Niger,Sub-Saharan Africa ,Low income,IDA,4000000,247632082.8,2.651043859
2066,2019,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend,18000000,1860260430,0.459170522
2067,2019,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA,13000000,76931506.85,0.606875679
2068,2019,NLD,Netherlands,Europe & Central Asia,High income,Not classified,497000000,12000671742,1.322929921
2069,2019,NOR,Norway,Europe & Central Asia,High income,Not classified,379000000,7520413966,1.853081753
2070,2019,NPL,Nepal,South Asia,Lower middle income,IDA,36000000,428701839.2,1.376595178
2071,2019,NZL,New Zealand,East Asia & Pacific,High income,Not classified,3000000,2926961107,1.42603423
2072,2019,OMN,Oman,Middle East & North Africa,High income,Not classified,86000000,6551040312,8.637691241
2073,2019,PAK,Pakistan,South Asia,Lower middle income,Blend,521000000,10388318165,4.108816358
2075,2019,PER,Peru,Latin America & Caribbean ,Upper middle income,IBRD,0,2766847335,1.192773184
2076,2019,PHL,Philippines,East Asia & Pacific,Lower middle income,IBRD,189000000,3471584034,0.920263122
